author_id,speaker_name,speaker_occupation,speaker_description
2971,Mike Schwartz,Blockchain specialist,"BCG's Mike Schwartz is a partner, managing director and global chairman of the Blockchain Technologies Lab at the Sydney office of BCG Digital Ventures, an investment and incubation firm dedicated to supporting some of the world’s most influential and innovative startups. Before starting at BCG in 2002, Schwartz founded Genos, an organization working to improve emotional intelligence assessments and development tools in workplaces."
2972,Lars Fæste,Transformation manager,"BCG's Lars Fæste is a Managing Director and Senior Partner and Global Leader of BCG’s Transformation practice.  He also serves as system leader of BCG Greater China. Fæste has extensive experience of large-scale transformations, often in connection with mergers and acquisitions. He has an engineering degree from the Danish Technical University in Copenhagen and an MBA from the Rotterdam School of Management in the Netherlands."
2973, MaJiKer,Body percussionist,"Award-winning beatboxer, producer and songwriter MaJiKer is a British musical polymath who currently lives in Paris. He has produced two platinum-selling albums and won three French Grammys, the BBC Radio 3 European Album of the Year, critics and press prizes at the Sanremo Song Festival and the French Mercury Music Prize. A prolific collaborator, he has worked with an eclectic range of international artists and created his own projects in the studio and onstage. He once beatboxed at the BBC Proms. MaJiKer is currently developing several new projects, including a solo sonata for beatbox and piano."
2974,Olivier Scalabre,Industrial systems thinker,BCG's Olivier Scalabre analyzes the evolution of large industrial companies' manufacturing footprint and operations.
2975,Michael Bodekaer,Entrepreneur,Michael Bodekaer is a serial entrepreneur with a passion for building innovative technology companies that have the potential to change the world.
2976,Juno Mac,Sex worker and activist,Juno Mac campaigns for better working conditions for sex workers by fighting criminalization and supporting public education projects around issues relating to sex worker rights.
2978,Marwa Al-Sabouni,Architect,"Marwa Al-Sabouni suggests that architecture played a crucial role in the slow unraveling of Syrian cities' social fabric, preparing the way for once-friendly groups to become enemies instead of neighbors."
2979,Monica Araya,Electrification advocate,"Monica Araya works with leaders in government, business, philanthropy and activism to accelerate the shift toward emissions-free transportation."
2981,Jennifer Brea,Filmmaker,"Jennifer Brea was a PhD student at Harvard when, one night, she found she couldn't write her own name."
2983,The Holladay Brothers,Musician,"Hays and Ryan Holladay create innovative sonic experiences that blur the lines between art and technology. Their work celebrates the act of discovery, reimagining how we interact with and experience sound."
2984,Joe Lassiter,Energy scholar,"Joe Lassiter focuses on one of the world’s most pressing problems: developing clean, secure and carbon-neutral supplies of reliable, low-cost energy all around the world."
2985,Isaac Lidsky,Author,Isaac Lidsky has a very eclectic resume.
2986,Emma Marris,Environmental writer,"Emma Marris is a writer focusing on environmental science, policy and culture, with an approach that she paints as being ""more interested in finding and describing solutions than delineating problems, and more interested in joy than despair."""
2987,Abigail Marsh,Psychologist,"Abigail Marsh asks essential questions: If humans are evil, why do we sometimes go to extraordinary lengths to help others even at a cost to ourselves?"
2988,Gerard Ryle,Investigative journalist,"As director of the International Consortium of Investigative Journalists, Gerard Ryle is one of the key figures behind the Panama Papers."
2989,Michael Shellenberger,Climate policy expert,"Michael Shellenberger is a global thinker on energy, technology and the environment."
2990,Suzanne Simard,Forest ecologist,"Suzanne Simard studies the complex, symbiotic networks in our forests."
2991,Jonathan Tepperman,Global affairs thinker,Jonathan Tepperman writes on the world's most pervasive and seemingly intractable challenges.
2993,Bettina Warburg,Blockchain entrepreneur and researcher,"Bettina Warburg is a blockchain researcher, entrepreneur and educator. A political scientist by training, she has a deep passion for the intersection of politics and technology."
2994,Ione Wells,Writer,University student Ione Wells is the founder of the international #NotGuilty campaign against sexual violence and misdirected victim blaming.
2997,Sajay Samuel,Educator,Professor Sajay Samuel's proposal to reduce the burden of student loans is part of his larger preoccupation with thinking beyond the conventional categories of economics and ecology.
2998,Tristan Harris,Design thinker,Tristan Harris helps the technology industry more consciously and ethically shape the human spirit and human potential.
2999,Elise Roy,Lawyer,Elise Roy thinks that designers have the capacity and responsibility to address and resolve human problems on micro and macro scales and contribute to social well-being.
3000,Gill Hicks,Survivor and activist,Gill Hicks has dedicated her life to being an advocate for peace.
3001,Julia Galef,Writer,Julia Galef investigates how and why people change their minds.
3002,Dave Brain,Planetary scientist,Dave Brain studies the plasma environments and atmospheres of unmagnetized planets.
3003,Molly Winter,Designer,Molly Winter works on legalizing sustainable building practices.
3004,Timothy Ihrig,Palliative care physician,Timothy Ihrig advocates for an approach to healthcare that prioritizes a patient's personal values.
3005,Gonzalo Vilariño,Lawyer,Gonzalo Vilariño uses sport to change the rules of the game for the disabled.
3006,Christopher Bell,Media studies scholar,"Dr. Christopher Bell specializes in the study of popular culture, focusing on the ways in which race, class and gender intersect in different forms of media."
3007,Rainn Wilson,Actor and activist,"Rainn Wilson is an actor (""The Office""), comedian and film producer, a climate advocate and a member of the advisory board of Arctic Basecamp."
3008,David Camarillo,Bioengineer,David Camarillo's research focuses on understanding and preventing traumatic brain injury.
3013,Deepika Kurup,Inventor,"Water is the basis of life, and too many people around the world suffer from waterborne illnesses. Deepika Kurup is working to change that."
3014,Laura Vanderkam,Author,"Laura Vanderkam shatters the myth that there just isn’t enough time in the week for working professionals to live happy, balanced and productive lives."
3018,Katie Hinde,Lactation researcher,"Katie Hinde is studying breast milk’s status as the first superfood, providing babies with invaluable microbes custom-tailored to their individual needs, via an incredible and unlikely dialogue between the mother’s enzymes and the baby’s saliva."
